respnum,com3,epht3,finalwt,finalwt2,env_con,male,hlthprob,inc,inclog,educat
100324,(3) in the middle,(1) not at all concerned,167.97914,.27764034,2.9000001,0,0,27500,10.221941,13
100325,(2),(3) very concerned,307.82004,.50877309,3.1818182,1,0,92500,11.434964,20
100326,(3) in the middle,(2) somewhat concerned,54.167793,.089529954,3.1818182,0,0,,,12
100327,(2),(3) very concerned,56.233295,.092943877,2.4545455,0,1,27500,10.221941,20
100328,(5) very strongly a part of the community,(2) somewhat concerned,22.219618,.036725171,2.5999999,0,0,,,13
100329,(4),(3) very concerned,115.34441,.19064428,2.7272727,1,0,50000,10.819778,13
100331,(3) in the middle,(2) somewhat concerned,121.92429,.2015197,3.7272727,0,0,70000,11.156251,14
100332,(1) not at all a part of the community,(4) extremely concerned,2343.7996,3.8738937,2.7272727,0,1,,,12
100334,(3) in the middle,(2) somewhat concerned,220.13312,.36384183,3.3636363,0,1,60000,11.0021,14
100335,(3) in the middle,(3) very concerned,1384.8575,2.2889292,3.909091,1,1,80000,11.289782,16
100336,(4),(4) extremely concerned,1458.8944,2.4112992,2.090909,0,1,125000,11.736069,20
100338,(1) not at all a part of the community,(4) extremely concerned,1378.0404,2.2776616,2.5454545,1,1,60000,11.0021,12
100339,(5) very strongly a part of the community,(1) not at all concerned,749.33783,1.2385254,3.4545455,0,0,80000,11.289782,16
100340,(1) not at all a part of the community,(2) somewhat concerned,115.34441,.19064428,3.8181818,1,0,50000,10.819778,20
100341,(4),(3) very concerned,135.0052,.22314017,3.6363637,0,0,32500,10.388995,12
100342,,(3) very concerned,68.405914,.11306311,3,0,0,,,
100343,(2),(1) not at all concerned,57.672203,.09532214,2.4444444,1,0,,,12
100344,(5) very strongly a part of the community,(1) not at all concerned,168.64505,.278741,3.909091,1,0,11250,9.3281231,10
100346,(3) in the middle,(2) somewhat concerned,3066.4092,5.0682421,3,0,0,11250,9.3281231,10
100347,(3) in the middle,(4) extremely concerned,570.29266,.94259477,1.5454545,0,1,17500,9.7699566,13
100348,(5) very strongly a part of the community,(1) not at all concerned,190.94646,.31560135,3.3636363,0,0,11250,9.3281231,16
100350,(3) in the middle,(2) somewhat concerned,144.88609,.23947155,3.5555556,0,0,60000,11.0021,13
100351,(4),(2) somewhat concerned,164.30611,.27156946,2.4545455,0,,,,13
100352,(4),(2) somewhat concerned,173.0166,.28596643,3.6363637,1,0,50000,10.819778,13
100353,(5) very strongly a part of the community,(2) somewhat concerned,129.94513,.21477675,3.5,0,1,32500,10.388995,12
100354,(3) in the middle,(2) somewhat concerned,92.271523,.15250881,1.8888888,0,0,27500,10.221941,16
100355,(2),(1) not at all concerned,289.04584,.47774258,4,1,0,2500,7.8240461,13
100356,(4),(2) somewhat concerned,263.5881,.43566537,2.6363637,0,0,80000,11.289782,14
100358,(3) in the middle,(1) not at all concerned,87.862701,.1452218,4,0,0,,,13
100359,(5) very strongly a part of the community,(2) somewhat concerned,99.843353,.16502373,4,0,0,8750,9.0768089,10
100360,(2),(3) very concerned,208.84335,.34518182,3,1,1,92500,11.434964,16
100361,(5) very strongly a part of the community,(2) somewhat concerned,765.48669,1.2652166,3,0,0,,,12
100362,(3) in the middle,(2) somewhat concerned,1464.5444,2.4206378,3.5999999,1,0,50000,10.819778,12
100363,(4),(2) somewhat concerned,228.59978,.37783575,2.909091,0,0,22500,10.021271,12
100364,(5) very strongly a part of the community,(1) not at all concerned,1414.0244,2.337137,4,1,0,50000,10.819778,12
100365,(2),(1) not at all concerned,403.71112,.6672644,3.2727273,1,0,80000,11.289782,13
100366,(2),(4) extremely concerned,3202.6738,5.2934642,1.4545455,1,1,17500,9.7699566,13
100368,(3) in the middle,(2) somewhat concerned,239.35797,.39561719,2,0,0,60000,11.0021,12
100369,(3) in the middle,(4) extremely concerned,215.86307,.35678419,2.5555556,0,0,50000,10.819778,11
100370,(5) very strongly a part of the community,(4) extremely concerned,132.38512,.21880962,4,1,0,6250,8.7403364,12
100371,(2),(1) not at all concerned,255.55077,.42238107,3.5454545,1,0,22500,10.021271,12
100372,(5) very strongly a part of the community,(2) somewhat concerned,77.171402,.12755093,3.7272727,0,0,40000,10.596635,13
100373,(5) very strongly a part of the community,(2) somewhat concerned,175.7254,.2904436,2.909091,0,0,125000,11.736069,13
100376,(3) in the middle,(1) not at all concerned,90.712517,.14993204,2.8181818,1,0,,,14
100377,(4),(2) somewhat concerned,168.3978,.27833232,3.909091,0,0,112500,11.630709,20
100378,(5) very strongly a part of the community,(4) extremely concerned,2217.7874,3.6656175,3,0,1,11250,9.3281231,
100379,(3) in the middle,(2) somewhat concerned,2567.4497,4.2435489,3,0,1,80000,11.289782,14
100380,(4),(4) extremely concerned,729.4472,1.2056496,1.6363636,0,0,80000,11.289782,16
100382,(3) in the middle,(2) somewhat concerned,169.70865,.28049892,3,1,0,8750,9.0768089,14
100384,(1) not at all a part of the community,(2) somewhat concerned,767.758,1.2689707,2.3636363,0,0,70000,11.156251,13
100386,(4),(2) somewhat concerned,651.12207,1.0761918,4,0,0,,,13
100387,(5) very strongly a part of the community,(2) somewhat concerned,406.47058,.67182535,3.4545455,1,0,70000,11.156251,14
100388,(1) not at all a part of the community,(1) not at all concerned,627.49878,1.0371466,3.909091,1,0,70000,11.156251,13
100389,(4),(4) extremely concerned,121.92429,.2015197,2.5454545,0,0,70000,11.156251,20
100390,(5) very strongly a part of the community,(3) very concerned,450.556,.74469084,3.6363637,1,0,,,14
100392,(3) in the middle,(2) somewhat concerned,536.47723,.88670373,2.7,0,1,32500,10.388995,13
100393,(3) in the middle,(2) somewhat concerned,80.821625,.13358413,2.5454545,1,0,70000,11.156251,12
100394,(5) very strongly a part of the community,(4) extremely concerned,87.862701,.1452218,3.5,0,1,32500,10.388995,13
100395,(4),(4) extremely concerned,3628.063,5.9965582,2.090909,0,0,92500,11.434964,13
100396,(4),(2) somewhat concerned,616.70233,1.019302,2.5454545,0,0,6250,8.7403364,14
100397,(4),(3) very concerned,2425.6899,4.0092444,3.090909,0,1,125000,11.736069,16
100399,(5) very strongly a part of the community,(2) somewhat concerned,32.571407,.053834885,3.090909,0,1,17500,9.7699566,13
100400,(5) very strongly a part of the community,(3) very concerned,1052.601,1.7397667,4,0,0,17500,9.7699566,12
100401,(4),(2) somewhat concerned,541.50208,.89500892,3.8,0,0,27500,10.221941,13
100402,(5) very strongly a part of the community,(3) very concerned,96.429077,.15938053,2.090909,0,1,50000,10.819778,13
100403,(5) very strongly a part of the community,(4) extremely concerned,285.43295,.47177112,3.6363637,0,0,27500,10.221941,11
100404,(1) not at all a part of the community,(2) somewhat concerned,173.58859,.28691182,1.8181819,0,0,,,14
100405,(4),(3) very concerned,399.73486,.66069233,3.1111112,0,0,8750,9.0768089,12
100406,(4),(3) very concerned,69.313728,.11456355,2.1818182,0,0,22500,10.021271,20
100407,(5) very strongly a part of the community,(2) somewhat concerned,175.94278,.29080287,4,1,0,32500,10.388995,14
100408,(5) very strongly a part of the community,(1) not at all concerned,46.08474,.076170079,3.909091,0,0,2500,7.8240461,12
100409,(3) in the middle,(2) somewhat concerned,121.69389,.20113888,3.5454545,1,0,27500,10.221941,20
100410,(4),(3) very concerned,543.68738,.89862084,3.090909,0,0,40000,10.596635,16
100411,(5) very strongly a part of the community,(4) extremely concerned,1338.1372,2.2117085,2,0,1,,,13
100412,(3) in the middle,(1) not at all concerned,204.87938,.33863005,3.909091,1,0,27500,10.221941,16
100413,(4),(2) somewhat concerned,384.85773,.63610303,2.8181818,1,0,27500,10.221941,11
100415,(5) very strongly a part of the community,(3) very concerned,190.94646,.31560135,1.3636364,0,1,60000,11.0021,16
100416,(4),(4) extremely concerned,143.59355,.23733521,2,0,1,,,13
100417,(3) in the middle,(2) somewhat concerned,68.272987,.11284339,3.2727273,1,0,50000,10.819778,10
100418,(3) in the middle,(2) somewhat concerned,428.26776,.7078523,3.7272727,1,0,27500,10.221941,12
100419,(1) not at all a part of the community,(2) somewhat concerned,192.47249,.31812364,3.8181818,0,0,17500,9.7699566,12
100421,(5) very strongly a part of the community,(3) very concerned,1379.205,2.2795863,3.1818182,0,0,,,13
100422,(3) in the middle,(3) very concerned,2902.7566,4.7977529,2.125,1,0,40000,10.596635,20
100423,(4),(1) not at all concerned,243.84859,.4030394,3.6363637,0,0,50000,10.819778,13
100426,(4),(2) somewhat concerned,4993.7222,8.2537556,3.2727273,1,0,125000,11.736069,16
100427,(4),(2) somewhat concerned,3452.8174,5.7069077,2.909091,1,0,92500,11.434964,16
100428,(3) in the middle,(3) very concerned,569.42102,.94115412,2.909091,0,0,,,13
100429,(5) very strongly a part of the community,(2) somewhat concerned,38.388325,.063449234,2.125,0,1,,,12
100430,(4),(3) very concerned,2962.9756,4.8972845,2.090909,0,1,40000,10.596635,16
100431,(4),(2) somewhat concerned,406.47058,.67182535,2.8888888,1,0,40000,10.596635,13
100432,(4),(4) extremely concerned,125.66286,.20769891,1.1818181,0,1,60000,11.0021,12
100434,(4),(2) somewhat concerned,77.694672,.12841581,2.5454545,0,1,70000,11.156251,16
100435,(5) very strongly a part of the community,(4) extremely concerned,87.960983,.14538424,2.1818182,0,1,,,12
100436,(3) in the middle,(2) somewhat concerned,67.502602,.11157008,2.3636363,0,0,2500,7.8240461,12
100437,(3) in the middle,(3) very concerned,153.27779,.25334159,3.3636363,0,0,92500,11.434964,14
100438,(1) not at all a part of the community,(4) extremely concerned,1577.8838,2.6079681,2.4545455,1,0,60000,11.0021,20
100439,(3) in the middle,(2) somewhat concerned,149.00014,.24627137,2.6363637,0,1,17500,9.7699566,12
100440,(4),(2) somewhat concerned,336.03696,.55541074,2.7272727,0,0,40000,10.596635,12
100441,(2),(2) somewhat concerned,153.34006,.25344449,3.909091,0,0,32500,10.388995,16
100442,(5) very strongly a part of the community,(2) somewhat concerned,269.05478,.44470087,3.5454545,1,0,60000,11.0021,13
100443,(5) very strongly a part of the community,(4) extremely concerned,682.88287,1.1286868,1.7272727,1,1,13750,9.5287943,12
100444,(4),(3) very concerned,418.33249,.69143099,2.5454545,1,0,8750,9.0768089,20
100445,(4),(1) not at all concerned,111.08005,.18359603,3.8181818,1,1,50000,10.819778,16
100446,(4),(3) very concerned,94.496773,.15618676,2.909091,0,1,50000,10.819778,13
100447,(4),(2) somewhat concerned,482.28961,.79714102,3,1,1,80000,11.289782,16
100448,(2),(3) very concerned,118.27068,.19548091,2.3333333,0,1,60000,11.0021,20
100449,(3) in the middle,(2) somewhat concerned,396.22403,.65488958,3.090909,0,0,112500,11.630709,16
100450,(2),(4) extremely concerned,973.08398,1.608339,2.4545455,1,0,,,16
100451,,(1) not at all concerned,127.77538,.21119054,3.7777777,1,0,6250,8.7403364,10
100452,(1) not at all a part of the community,(2) somewhat concerned,1860.9998,3.0759096,2.8181818,1,0,,,13
100453,(2),(3) very concerned,1990.4528,3.2898729,1.2727273,1,1,40000,10.596635,13
100454,(4),(2) somewhat concerned,356.34216,.58897173,3.5,0,,27500,10.221941,13
100455,(3) in the middle,(3) very concerned,72.443047,.11973578,2.9000001,0,0,125000,11.736069,13
100457,(4),(2) somewhat concerned,204.15178,.33742747,3.2727273,0,0,92500,11.434964,20
100458,(5) very strongly a part of the community,(2) somewhat concerned,1527.1708,2.5241482,3.4545455,0,0,,,14
100459,(3) in the middle,(4) extremely concerned,86.811188,.14348382,2.2727273,0,1,60000,11.0021,14
100460,(2),(3) very concerned,5000,8.2641325,1.4545455,1,0,2500,7.8240461,10
100461,(4),(1) not at all concerned,255.67171,.42258096,4,1,0,40000,10.596635,20
100462,(5) very strongly a part of the community,(2) somewhat concerned,813.90253,1.3452396,3.4545455,1,1,32500,10.388995,16
100463,(4),(1) not at all concerned,69.455124,.11479727,4,0,0,6250,8.7403364,12
100464,(4),(3) very concerned,2768.5464,4.5759268,2.1818182,1,0,125000,11.736069,20
100465,(5) very strongly a part of the community,(1) not at all concerned,125.1216,.20680429,3.125,0,0,,,12
100467,(3) in the middle,(1) not at all concerned,213.58659,.35302156,4,1,0,13750,9.5287943,16
100468,(1) not at all a part of the community,(2) somewhat concerned,1093.6799,1.8076631,3.3333333,0,1,22500,10.021271,11
100469,(5) very strongly a part of the community,(3) very concerned,143.59355,.23733521,1.6363636,0,1,40000,10.596635,16
100470,(4),(2) somewhat concerned,513.00983,.84791619,3.2727273,0,0,50000,10.819778,13
100472,(5) very strongly a part of the community,(3) very concerned,513.00983,.84791619,2.7272727,0,0,40000,10.596635,16
100473,(4),(2) somewhat concerned,1255.7031,2.0754592,1.9090909,0,0,60000,11.0021,12
100474,(3) in the middle,(1) not at all concerned,552.37427,.91297877,2.909091,1,0,50000,10.819778,12
100475,(4),(2) somewhat concerned,1611.4915,2.6635156,2,0,0,8750,9.0768089,12
100476,(5) very strongly a part of the community,(2) somewhat concerned,77.171402,.12755093,4,0,1,70000,11.156251,16
100477,(4),(2) somewhat concerned,59.135342,.097740456,3.6363637,0,0,40000,10.596635,16
100479,(3) in the middle,(3) very concerned,1379.205,2.2795863,2.8181818,0,0,11250,9.3281231,12
100480,(3) in the middle,(2) somewhat concerned,32.119534,.053088013,2.4000001,1,0,2500,7.8240461,12
100481,(4),,544.27509,.89959228,1.5555556,1,0,,,16
100482,(3) in the middle,(2) somewhat concerned,317.70911,.52511799,2.8181818,1,0,60000,11.0021,13
100483,(3) in the middle,(2) somewhat concerned,69.679802,.11516862,4,1,0,60000,11.0021,16
100484,(5) very strongly a part of the community,(2) somewhat concerned,88.810486,.14678833,4,0,0,50000,10.819778,12
100485,(2),(3) very concerned,176.06282,.29100126,2.7,0,0,17500,9.7699566,13
100486,(5) very strongly a part of the community,(2) somewhat concerned,160.62418,.26548389,2.909091,0,0,70000,11.156251,16
100488,(4),(3) very concerned,2508.385,4.145925,2.3636363,1,0,125000,11.736069,16
100489,(4),(2) somewhat concerned,761.086,1.257943,3.2727273,1,0,2500,7.8240461,12
100490,(5) very strongly a part of the community,(1) not at all concerned,932.58429,1.5414,3.8,0,0,22500,10.021271,12
100491,(3) in the middle,(2) somewhat concerned,106.7933,.17651078,3.1111112,1,0,17500,9.7699566,12
100492,(3) in the middle,(2) somewhat concerned,992.82526,1.6409678,2.909091,1,1,60000,11.0021,13
100493,(4),(4) extremely concerned,1115.3087,1.8434117,1.8181819,0,1,17500,9.7699566,16
100495,(5) very strongly a part of the community,(2) somewhat concerned,154.325,.25507241,2.8,0,0,92500,11.434964,13
100496,(5) very strongly a part of the community,(2) somewhat concerned,108.26427,.17894204,2.7142856,0,1,,,12
100497,(4),(2) somewhat concerned,114.7229,.18961704,3,1,0,,,11
100498,(3) in the middle,(2) somewhat concerned,504.30991,.83353674,3.8181818,0,0,,,13
100499,(4),(2) somewhat concerned,959.6037,1.5860584,2.5454545,1,1,22500,10.021271,12
100500,(2),(2) somewhat concerned,376.37051,.62207514,3.2727273,0,0,92500,11.434964,20
100501,(4),(3) very concerned,406.47058,.67182535,1.9090909,1,1,17500,9.7699566,16
100502,(3) in the middle,(3) very concerned,102.07589,.16871373,2.909091,0,1,2500,7.8240461,16
100503,(1) not at all a part of the community,(2) somewhat concerned,191.52716,.31656113,1.9090909,0,0,40000,10.596635,13
100505,(3) in the middle,(1) not at all concerned,3534.0579,5.8411841,3.7,0,0,60000,11.0021,13
100507,(2),(1) not at all concerned,84.307487,.13934563,2.3636363,0,0,17500,9.7699566,12
100508,(3) in the middle,(2) somewhat concerned,1534.309,2.5359464,2,0,0,,,12
100509,(3) in the middle,(4) extremely concerned,24.374371,.040286604,3.1818182,0,1,40000,10.596635,13
100510,(3) in the middle,(2) somewhat concerned,304.88394,.50392026,2.4545455,1,0,13750,9.5287943,13
100511,(3) in the middle,(2) somewhat concerned,319.20593,.527592,3.8181818,1,0,27500,10.221941,12
100512,(4),(2) somewhat concerned,360.59439,.59599996,3.6363637,0,0,40000,10.596635,12
100513,(3) in the middle,(2) somewhat concerned,68.094574,.11254852,2.8888888,0,0,22500,10.021271,14
100514,(3) in the middle,(2) somewhat concerned,290.05417,.47940919,2.090909,0,1,70000,11.156251,12
100515,(4),(3) very concerned,136.18915,.22509703,3.3636363,0,0,60000,11.0021,14
100516,(2),(2) somewhat concerned,72.599625,.11999457,1.5454545,0,0,8750,9.0768089,11
100517,(4),(2) somewhat concerned,211.35471,.34933263,2.5,1,0,13750,9.5287943,13
100518,(2),(1) not at all concerned,660.89349,1.0923423,3.75,0,0,,,13
100519,(5) very strongly a part of the community,(1) not at all concerned,655.74927,1.0838398,4,1,0,40000,10.596635,20
100520,(3) in the middle,(3) very concerned,356.4827,.58920401,3.8181818,0,0,112500,11.630709,12
100521,(3) in the middle,(3) very concerned,691.00287,1.1421078,2.8888888,1,1,70000,11.156251,16
100522,(5) very strongly a part of the community,(1) not at all concerned,2932.8374,4.8474712,2.4545455,0,0,27500,10.221941,14
100524,(3) in the middle,(2) somewhat concerned,239.35797,.39561719,1.7272727,0,0,40000,10.596635,14
100525,(5) very strongly a part of the community,(2) somewhat concerned,257.38107,.42540625,2,1,0,8750,9.0768089,10
100526,(4),(2) somewhat concerned,474.4303,.78415096,2.5454545,1,0,112500,11.630709,14
100527,(5) very strongly a part of the community,(2) somewhat concerned,162.76079,.26901531,2.8181818,1,0,27500,10.221941,10
