id,hrs1,marital,childs,age,educ,sex,polviews,wwwhr,trustpeo,wantbest,advantge,goodlife,deckids,strsswrk,satjob7
332,40,never married,none,26,15,male,extremely liberal,1,neither agree nor disagree,neither agree nor disagree,disagree,,,,
1215,42,married,two,39,16,male,,2,,,,,,strongly agree,fairly satisfied
337,55,never married,none,35,14,male,slightly liberal,,strongly agree,neither agree nor disagree,strongly agree,,,,
1924,16,married,one,68,12,male,,,,,,,we decide together,neither agree nor disagree,completely satisfied
2182,,widowed,none,87,8,male,liberal,,strongly agree,strongly agree,strongly agree,,,,
1973,50,married,one,31,12,male,,1,,,,,we decide together,disagree,very satisfied
66,,widowed,two,76,12,male,,,,,,,,disagree,
1971,60,married,two,36,16,male,slghtly conservative,10,strongly agree,agree,strongly agree,,,,
500,30,married,two,54,18,male,slghtly conservative,10,disagree,neither agree nor disagree,agree,strongly agree,,,
1865,40,married,one,32,20,male,slightly liberal,8,disagree,agree,disagree,,,,
1959,40,married,six,41,18,male,slghtly conservative,8,disagree,neither agree nor disagree,agree,agree,,,
1957,65,married,four,41,17,male,,1,,,,,we decide together,agree,fairly satisfied
396,30,separated,none,39,12,male,,,,,,,someone else,strongly agree,neither satisfied nor dissatisfied
2217,40,married,none,30,12,male,moderate,1,agree,agree,agree,,,,
2310,89,married,none,22,12,male,moderate,1,strongly agree,disagree,agree,strongly agree,,,
1951,20,married,none,46,19,male,,7,,,,,,agree,fairly satisfied
1055,80,divorced,none,51,19,male,,10,,,,,,,
1026,,married,three,39,11,male,conservative,,,,,agree,,,
2686,,married,three,51,18,male,moderate,10,disagree,neither agree nor disagree,disagree,strongly agree,,,
1131,55,married,two,47,18,male,slightly liberal,2,disagree,neither agree nor disagree,agree,neither,,,
1938,75,married,three,50,13,male,conservative,0,strongly agree,agree,agree,strongly agree,,,
1937,40,divorced,one,39,15,male,moderate,,disagree,agree,disagree,neither,,,
1565,,married,three,52,14,male,,,,,,,,,
1016,48,never married,none,38,11,male,moderate,,,,,strongly agree,,,
2545,50,divorced,three,54,18,male,slghtly conservative,1,,,,agree,,,
1125,20,never married,none,54,12,male,,35,,,,,,agree,fairly satisfied
740,3,divorced,four,65,9,male,,,,,,,,neither agree nor disagree,very satisfied
726,48,married,two,41,15,male,,10,,,,,we decide together,strongly disagree,neither satisfied nor dissatisfied
493,40,never married,none,31,18,male,liberal,10,agree,strongly disagree,strongly agree,,,,
1162,89,married,three,33,9,male,moderate,3,strongly agree,neither agree nor disagree,agree,disagree,,,
1244,45,married,two,42,16,male,slghtly conservative,6,agree,neither agree nor disagree,agree,neither,,,
1923,17,married,four,64,14,male,moderate,2,,,,,,,
1368,47,married,none,40,12,male,liberal,15,strongly agree,disagree,disagree,disagree,,,
331,48,married,one,29,16,male,,3,,,,,we decide together,neither agree nor disagree,fairly dissatisfied
1045,,married,two,59,16,male,conservative,,,,,neither,,,
47,,never married,none,20,9,male,extremely liberal,1,strongly agree,agree,strongly agree,strongly agree,,,
379,,married,none,21,14,male,,21,,,,,,neither agree nor disagree,completely satisfied
2098,43,married,none,46,9,male,,,,,,,we decide together,disagree,fairly dissatisfied
1886,,never married,none,18,12,male,extremely liberal,2,,,,strongly agree,,,
2291,60,never married,none,19,20,male,slightly liberal,1,agree,disagree,strongly agree,,,,
593,,divorced,two,67,12,male,moderate,,strongly agree,agree,agree,agree,,,
1482,40,divorced,three,73,14,male,,2,,,,,,,
2407,39,married,one,30,12,male,,,,,,,we decide together,agree,very satisfied
1899,40,married,two,50,12,male,slightly liberal,,,,,,,,
2696,,married,one,71,12,male,slghtly conservative,10,agree,neither agree nor disagree,agree,,,,
2113,20,married,three,69,8,male,,,,,,,we decide together,strongly agree,very satisfied
1789,89,married,two,51,16,male,conservative,0,,,,,,,
156,,married,two,81,12,male,,,,,,,,,
2695,,never married,none,22,16,male,,5,,,,,,,
1022,40,married,two,55,16,male,,0,,,,,,,
1293,60,divorced,one,46,14,male,moderate,3,strongly agree,disagree,agree,,,,
702,,divorced,five,78,2,male,,,,,,,we decide together,,
1929,30,divorced,none,64,16,male,,1,,,,,,agree,very satisfied
1989,,divorced,none,57,17,male,,1,,,,,,neither agree nor disagree,
2534,52,never married,none,23,12,male,,0,,,,,mostly my spouse,agree,fairly satisfied
384,50,married,one,32,16,male,conservative,3,disagree,agree,agree,agree,,,
1872,40,divorced,two,55,16,male,moderate,,agree,agree,neither agree nor disagree,agree,,,
1870,55,married,three,51,16,male,,2,,,,,we decide together,strongly disagree,fairly satisfied
1420,,widowed,two,82,17,male,,,,,,,,,
767,48,never married,none,33,16,male,,4,,,,,,agree,very satisfied
2225,40,never married,one,43,12,male,moderate,,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,
323,40,married,two,33,12,male,,0,,,,,we decide together,agree,very dissatisfied
1860,15,divorced,none,56,18,male,extremely liberal,1,agree,strongly disagree,agree,,,,
1857,,married,two,74,12,male,slghtly conservative,,neither agree nor disagree,agree,disagree,strongly agree,,,
831,,divorced,none,53,8,male,,,,,,,,agree,
510,,married,three,55,15,male,slghtly conservative,20,strongly agree,neither agree nor disagree,strongly agree,,,,
2554,,never married,none,68,6,male,moderate,,,,,neither,,,
1852,24,never married,none,36,12,male,moderate,,agree,disagree,strongly agree,agree,,,
1851,41,never married,none,27,14,male,slightly liberal,,agree,agree,agree,,,,
1502,,divorced,,34,,male,,,,,,,sometimes me or sometimes my spouse,disagree,very satisfied
1309,40,married,none,32,13,male,,3,,,,,,agree,very dissatisfied
1157,50,divorced,one,40,12,male,,10,,,,,,neither agree nor disagree,fairly satisfied
1331,,married,one,47,10,male,,,,,,,,agree,very satisfied
2718,,divorced,one,41,9,male,conservative,,agree,agree,agree,agree,,,
1835,,married,four,64,16,male,conservative,8,neither agree nor disagree,agree,neither agree nor disagree,agree,,,
319,89,divorced,none,28,18,male,,20,,,,,,strongly disagree,fairly satisfied
2685,40,married,three,43,13,male,extrmly conservative,15,agree,agree,agree,agree,,,
2179,60,married,two,43,12,male,moderate,5,,,,strongly agree,,,
1691,42,never married,none,26,12,male,,,,,,,someone else,strongly agree,very satisfied
1110,50,divorced,three,58,17,male,,,,,,,,strongly disagree,fairly dissatisfied
2547,40,never married,none,22,15,male,,35,,,,,,agree,fairly satisfied
142,66,married,three,41,12,male,,3,,,,,mostly my spouse,agree,fairly satisfied
274,,married,two,58,16,male,,0,,,,,we decide together,strongly disagree,
537,60,married,three,59,15,male,conservative,7,agree,agree,disagree,strongly agree,,,
1818,45,divorced,two,44,13,male,,3,,,,,,disagree,fairly satisfied
1817,70,married,none,53,14,male,,,,,,,,strongly disagree,very satisfied
2703,,separated,three,45,16,male,slghtly conservative,,agree,strongly disagree,agree,neither,,,
918,40,married,two,39,14,male,,0,,,,,we decide together,agree,very satisfied
334,36,never married,none,56,16,male,slightly liberal,2,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,disagree,,,
2132,,married,one,65,7,male,,,,,,,,,
1027,40,never married,none,32,15,male,,10,,,,,,,
667,,widowed,three,76,16,male,,,,,,,,,
2344,50,married,none,40,9,male,moderate,22,strongly agree,disagree,agree,agree,,,
713,60,never married,none,42,14,male,slghtly conservative,1,agree,agree,agree,agree,,,
1797,,married,none,44,12,male,moderate,7,strongly agree,neither agree nor disagree,agree,disagree,,,
599,40,married,two,43,12,male,moderate,0,strongly agree,disagree,strongly agree,,,,
1662,40,never married,four,29,13,male,,2,,,,,sometimes me or sometimes my spouse,strongly agree,neither satisfied nor dissatisfied
2269,65,married,none,36,12,male,,4,,,,,,disagree,fairly satisfied
2434,55,married,three,59,17,male,,3,,,,,we decide together,agree,very satisfied
1791,,married,three,46,20,male,moderate,14,neither agree nor disagree,agree,agree,agree,,,
2594,70,never married,none,38,13,male,,4,,,,,,disagree,fairly satisfied
1090,,married,one,73,16,male,slghtly conservative,0,agree,agree,neither agree nor disagree,agree,,,
1712,40,never married,none,51,13,male,conservative,3,neither agree nor disagree,agree,agree,neither,,,
1429,40,never married,one,24,12,male,,,,,,,we decide together,disagree,neither satisfied nor dissatisfied
478,,married,one,75,18,male,,20,,,,,mostly me,,
2300,,never married,none,31,10,male,,0,,,,,,,
436,35,divorced,two,45,19,male,extremely liberal,0,strongly agree,disagree,agree,agree,,,
1305,50,married,two,53,12,male,,0,,,,,,,
1775,55,married,three,54,20,male,slghtly conservative,1,agree,strongly agree,strongly agree,,,,
314,,married,one,72,16,male,moderate,,,,,agree,,,
1141,20,divorced,three,56,12,male,conservative,,strongly agree,strongly disagree,strongly agree,,,,
2551,40,divorced,one,48,16,male,,5,,,,,,disagree,fairly satisfied
1766,,never married,none,20,13,male,,4,,,,,,agree,
2612,60,married,one,41,16,male,,3,,,,,,,
695,,never married,two,39,9,male,,32,disagree,neither agree nor disagree,agree,disagree,,,
88,,divorced,six,74,7,male,,,,,,,sometimes me or sometimes my spouse,agree,very satisfied
1842,40,married,none,24,14,male,,,,,,,,disagree,fairly satisfied
1917,12,divorced,four,52,15,male,,17,,,,,,disagree,fairly satisfied
1751,14,divorced,two,52,12,male,,,,,,,someone else,agree,fairly satisfied
2091,20,never married,none,23,16,male,,7,,,,,,agree,fairly satisfied
584,42,divorced,none,45,12,male,,1,,,,,,disagree,completely satisfied
338,45,married,none,33,16,male,moderate,5,agree,neither agree nor disagree,agree,agree,,,
211,40,divorced,two,33,9,male,,,,,,,,neither agree nor disagree,fairly satisfied
1373,,married,three,72,20,male,moderate,,strongly disagree,agree,strongly disagree,agree,,,
351,,never married,none,49,12,male,,1,,,,,,strongly agree,completely satisfied
166,,never married,one,22,9,male,,,,,,,we decide together,disagree,
1747,16,divorced,two,36,17,male,slightly liberal,12,agree,strongly agree,agree,,,,
1443,50,never married,none,27,16,male,slightly liberal,5,strongly agree,agree,neither agree nor disagree,agree,,,
1756,45,never married,none,27,19,male,conservative,5,agree,agree,agree,,,,
370,,widowed,none,87,18,male,slghtly conservative,,agree,neither agree nor disagree,agree,strongly agree,,,
590,,married,four,54,11,male,,,agree,neither agree nor disagree,agree,disagree,,,
468,,married,two,53,12,male,,,,,,,,strongly disagree,
1721,50,married,none,29,18,male,slghtly conservative,1,disagree,agree,agree,,,,
1805,55,married,one,33,16,male,conservative,1,,,,agree,,,
1738,,never married,none,20,14,male,,0,,,,,,disagree,
419,45,divorced,none,65,17,male,,8,,,,,,disagree,fairly satisfied
2055,,married,two,48,12,male,,4,,,,,we decide together,neither agree nor disagree,
2683,,never married,none,72,12,male,moderate,,strongly agree,strongly agree,strongly agree,agree,,,
1708,50,married,none,35,17,male,moderate,1,agree,neither agree nor disagree,agree,strongly agree,,,
1706,,married,three,65,16,male,conservative,,agree,agree,agree,,,,
414,60,never married,none,32,12,male,slightly liberal,4,,,,disagree,,,
2318,,married,four,74,14,male,moderate,9,strongly agree,agree,agree,,,,
435,,widowed,five,67,12,male,slghtly conservative,,neither agree nor disagree,neither agree nor disagree,strongly agree,,,,
572,,divorced,one,64,12,male,slightly liberal,,,,,,,,
2359,22,never married,six,58,0,male,extrmly conservative,1,strongly agree,agree,agree,neither,,,
903,16,married,one,74,6,male,moderate,,agree,agree,agree,agree,,,
2024,,married,two,70,8,male,,,,,,,,strongly agree,very satisfied
617,75,married,seven,37,15,male,slghtly conservative,1,agree,strongly disagree,strongly agree,,,,
2044,45,married,two,40,12,male,,,,,,,sometimes me or sometimes my spouse,disagree,fairly dissatisfied
2212,40,married,one,29,12,male,conservative,,strongly agree,agree,neither agree nor disagree,agree,,,
103,51,divorced,three,50,14,male,,,,,,,,agree,very satisfied
2558,38,never married,one,26,13,male,,7,,,,,mostly me,agree,fairly dissatisfied
1277,30,separated,four,31,9,male,moderate,,strongly agree,agree,agree,agree,,,
1393,,never married,none,23,11,male,,,strongly agree,disagree,agree,,,,
1674,89,never married,none,37,10,male,,,,,,,,neither agree nor disagree,very satisfied
551,50,divorced,two,55,18,male,,15,,,,,,disagree,completely satisfied
2641,40,married,two,26,14,male,moderate,2,agree,disagree,neither agree nor disagree,agree,,,
2258,,divorced,one,59,12,male,,,,,,,,,
1633,,married,four,63,14,male,liberal,,,,,,,,
2497,,separated,five,53,6,male,,,,,,,,,
1353,50,married,two,26,12,male,,3,,,,,we decide together,disagree,very satisfied
1097,,married,three,71,14,male,,3,,,,,sometimes me or sometimes my spouse,agree,very satisfied
1800,48,separated,three,24,10,male,,0,,,,,,,
1885,50,never married,one,35,12,male,extrmly conservative,,agree,agree,agree,agree,,,
1974,52,married,two,52,12,male,moderate,1,,,,,,,
194,,married,three,71,16,male,,,,,,,we decide together,disagree,
1644,16,married,one,30,6,male,,,,,,,,,
153,,never married,none,50,18,male,conservative,10,disagree,strongly agree,strongly agree,agree,,,
915,45,married,one,59,12,male,,4,,,,,we decide together,agree,completely satisfied
1741,,never married,none,20,12,male,,0,,,,,,agree,
165,,widowed,three,71,15,male,moderate,,agree,agree,agree,agree,,,
1637,37,never married,none,21,12,male,,30,,,,,,agree,fairly satisfied
1702,65,married,two,49,14,male,slightly liberal,4,strongly agree,neither agree nor disagree,agree,,,,
1634,85,never married,one,38,14,male,,2,,,,,,disagree,very satisfied
1688,40,married,none,34,17,male,extremely liberal,48,strongly agree,agree,strongly agree,,,,
1630,55,married,two,64,16,male,conservative,3,strongly agree,agree,agree,,,,
1118,45,never married,none,39,14,male,,14,,,,,,disagree,fairly satisfied
1628,38,divorced,none,40,14,male,,1,,,,,,disagree,fairly dissatisfied
2050,45,married,none,27,16,male,,2,,,,,sometimes me or sometimes my spouse,strongly disagree,fairly satisfied
592,40,never married,none,33,12,male,extremely liberal,,,,,agree,,,
1622,,widowed,three,81,12,male,extrmly conservative,,,,,agree,,,
1619,60,never married,none,44,14,male,,20,,,,,,disagree,very satisfied
387,38,married,none,32,12,male,moderate,0,agree,disagree,agree,strongly agree,,,
558,50,married,one,33,16,male,slghtly conservative,3,disagree,agree,disagree,agree,,,
806,16,married,two,46,18,male,moderate,7,strongly agree,neither agree nor disagree,strongly agree,strongly agree,,,
336,40,never married,none,55,14,male,,35,,,,,we decide together,disagree,completely satisfied
1124,,married,four,80,12,male,,,,,,,,,
2646,,never married,none,19,11,male,,,,,,,,disagree,
1655,48,married,two,38,12,male,,2,,,,,we decide together,agree,completely satisfied
2119,,married,two,62,16,male,,0,,,,,we decide together,,
1811,,married,two,84,16,male,,3,,,,,,,
174,40,separated,two,30,14,male,moderate,5,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,
1542,50,never married,two,41,12,male,conservative,,agree,disagree,agree,disagree,,,
762,,divorced,three,84,16,male,,,,,,,,,
48,,married,four,71,14,male,moderate,,agree,agree,agree,strongly agree,,,
1346,,married,two,52,7,male,extrmly conservative,,strongly agree,agree,strongly agree,agree,,,
