id,hrs1,prestg80,sphrs1,educ,paeduc,sex,happy,hapmar,health,happy7,satfam7
419,40,51,35,16,,MALE,,,EXCELLENT,,
420,,23,40,14,3,MALE,VERY HAPPY,VERY HAPPY,,,
421,40,34,40,12,12,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
422,,49,,12,,FEMALE,,,GOOD,,
423,24,66,48,16,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
424,,47,,12,,MALE,,,FAIR,,
425,40,32,55,15,14,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
426,,36,,8,,FEMALE,,,GOOD,,
427,50,66,50,16,20,FEMALE,VERY HAPPY,PRETTY HAPPY,EXCELLENT,,
428,60,65,30,16,16,MALE,VERY HAPPY,VERY HAPPY,,,
429,36,28,,12,,FEMALE,,,FAIR,,
430,,47,40,13,13,FEMALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
431,,,,12,6,FEMALE,PRETTY HAPPY,,FAIR,,
432,,35,,12,8,MALE,VERY HAPPY,VERY HAPPY,,,
433,50,49,,12,,FEMALE,,,GOOD,,
434,10,34,20,14,16,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
435,,66,40,18,12,FEMALE,VERY HAPPY,VERY HAPPY,,,
436,,51,,12,16,MALE,VERY HAPPY,,GOOD,,
437,58,45,,13,,MALE,,,GOOD,,
438,35,36,,14,12,FEMALE,NOT TOO HAPPY,,GOOD,,
439,45,69,,18,,MALE,,,GOOD,,
440,65,51,40,20,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
441,30,39,7,12,,MALE,,,GOOD,,
442,,51,,12,,FEMALE,,,POOR,,
443,,36,40,12,,FEMALE,,,GOOD,,
444,28,69,24,20,,FEMALE,,,GOOD,,
445,,66,,15,14,FEMALE,NOT TOO HAPPY,,FAIR,,
446,55,35,,12,,MALE,,,GOOD,,
447,40,23,40,6,,MALE,,,GOOD,,
448,40,40,,12,,MALE,,,EXCELLENT,,
449,40,74,40,16,18,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
450,,40,60,15,,FEMALE,,,EXCELLENT,,
451,50,65,,14,12,FEMALE,PRETTY HAPPY,,,,
452,24,48,50,12,,FEMALE,,,GOOD,,
453,42,49,50,12,,FEMALE,,,EXCELLENT,,
454,40,36,40,12,,MALE,,,GOOD,,
455,,35,,12,,MALE,,,GOOD,,
456,25,32,,14,,FEMALE,,,EXCELLENT,,
457,35,46,,12,12,FEMALE,PRETTY HAPPY,,,,
458,55,60,,12,14,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
459,,29,16,12,,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
460,55,49,,16,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
461,,51,60,12,12,FEMALE,VERY HAPPY,VERY HAPPY,POOR,,
462,10,44,,14,14,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
463,,43,,9,12,FEMALE,NOT TOO HAPPY,,POOR,,
464,40,54,,12,,MALE,,,GOOD,,
465,,54,50,13,15,FEMALE,PRETTY HAPPY,VERY HAPPY,FAIR,,
466,40,46,,13,16,MALE,NOT TOO HAPPY,,,,
467,75,51,,12,,MALE,,,GOOD,,
468,,23,,13,,FEMALE,PRETTY HAPPY,,,,
469,50,37,,14,,MALE,,,EXCELLENT,,
470,40,66,,16,16,MALE,PRETTY HAPPY,,,,
471,65,62,,14,16,MALE,PRETTY HAPPY,,GOOD,,
472,40,74,,14,12,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
473,,28,,11,0,FEMALE,PRETTY HAPPY,,POOR,,
474,49,65,,9,,FEMALE,,,FAIR,,
475,35,43,54,12,,FEMALE,,,EXCELLENT,,
476,,42,,12,,FEMALE,NOT TOO HAPPY,,POOR,,
477,38,42,35,17,20,FEMALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
478,60,53,,16,,FEMALE,VERY HAPPY,,EXCELLENT,,
479,,46,,10,,FEMALE,,,GOOD,,
480,20,42,,16,12,FEMALE,PRETTY HAPPY,,GOOD,,
481,20,41,,19,19,MALE,PRETTY HAPPY,,,,
482,60,42,60,14,,FEMALE,NOT TOO HAPPY,PRETTY HAPPY,GOOD,,
483,,40,,16,,MALE,,,GOOD,,
484,,23,,12,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
485,40,48,40,14,,FEMALE,,,EXCELLENT,,
486,50,75,,19,,FEMALE,,,EXCELLENT,,
487,,66,40,14,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
488,,43,,12,12,FEMALE,VERY HAPPY,,,,
489,38,36,42,12,,FEMALE,,,GOOD,,
490,,34,,13,,FEMALE,,,GOOD,,
491,65,60,,16,12,MALE,PRETTY HAPPY,,EXCELLENT,,
492,,30,,12,8,FEMALE,NOT TOO HAPPY,PRETTY HAPPY,FAIR,,
493,1,22,,,12,MALE,PRETTY HAPPY,,,,
494,,36,,8,,FEMALE,,,FAIR,,
495,40,51,,14,,FEMALE,,,FAIR,,
496,,28,35,13,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
497,,,,2,0,FEMALE,PRETTY HAPPY,,,,
498,40,30,,9,,FEMALE,,,GOOD,,
499,45,54,,9,,MALE,,,FAIR,,
500,40,31,,15,12,FEMALE,PRETTY HAPPY,,,,
501,50,59,30,16,13,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
502,50,69,89,17,14,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
503,,46,40,12,,FEMALE,,,GOOD,,
504,12,44,50,16,16,FEMALE,PRETTY HAPPY,VERY HAPPY,,,
505,40,49,,16,3,FEMALE,VERY HAPPY,,EXCELLENT,,
506,60,49,,14,12,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
507,,57,89,14,14,FEMALE,PRETTY HAPPY,VERY HAPPY,POOR,,
508,50,49,,12,13,FEMALE,PRETTY HAPPY,,FAIR,,
509,,30,,12,,MALE,PRETTY HAPPY,,FAIR,,
510,40,23,40,11,,FEMALE,,,GOOD,,
511,40,51,,11,,MALE,,,GOOD,,
512,,68,40,16,16,MALE,PRETTY HAPPY,VERY HAPPY,FAIR,,
513,40,36,,8,4,MALE,PRETTY HAPPY,VERY HAPPY,,,
514,40,27,,14,,MALE,,,FAIR,,
515,40,30,48,6,,MALE,,,GOOD,,
516,25,31,,11,5,FEMALE,PRETTY HAPPY,,FAIR,,
517,,30,45,14,12,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
518,,66,20,11,0,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
519,40,58,40,16,18,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
520,32,28,,14,17,MALE,PRETTY HAPPY,,EXCELLENT,,
521,40,51,,16,8,FEMALE,PRETTY HAPPY,,FAIR,,
522,30,51,40,13,12,FEMALE,VERY HAPPY,VERY HAPPY,,,
523,,37,40,10,0,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
524,,36,,12,12,MALE,PRETTY HAPPY,,,,
525,44,43,,12,,FEMALE,,,GOOD,,
526,,36,,12,,MALE,VERY HAPPY,,EXCELLENT,,
527,,33,,18,16,MALE,VERY HAPPY,,,,
528,89,51,,14,,FEMALE,,,GOOD,,
529,,51,,17,0,MALE,VERY HAPPY,PRETTY HAPPY,GOOD,,
530,,64,,17,8,FEMALE,NOT TOO HAPPY,VERY HAPPY,EXCELLENT,,
531,,48,,13,7,FEMALE,NOT TOO HAPPY,,GOOD,,
532,40,66,,16,2,FEMALE,PRETTY HAPPY,,,,
533,32,69,,18,,FEMALE,,,EXCELLENT,,
534,40,59,,16,,FEMALE,,,GOOD,,
535,30,47,,18,12,FEMALE,NOT TOO HAPPY,,GOOD,,
536,,52,,16,12,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
537,,46,,13,,MALE,PRETTY HAPPY,,,,
538,18,73,12,17,,MALE,,,EXCELLENT,,
539,,32,,16,,FEMALE,,,EXCELLENT,,
540,65,59,40,20,6,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
541,,36,,14,,FEMALE,,,POOR,,
542,40,44,25,12,,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
543,60,63,,16,16,FEMALE,VERY HAPPY,,EXCELLENT,,
544,45,49,30,20,,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
545,,,,12,,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
546,20,44,40,18,16,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
547,18,61,,16,,MALE,,,GOOD,,
548,50,74,,12,12,MALE,PRETTY HAPPY,,,,
549,40,60,,16,12,MALE,PRETTY HAPPY,,GOOD,,
550,,61,,13,12,MALE,NOT TOO HAPPY,,GOOD,,
551,50,60,,16,20,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
552,40,69,10,18,16,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
553,40,64,,18,17,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
554,,65,40,12,,FEMALE,NOT TOO HAPPY,PRETTY HAPPY,GOOD,,
555,,39,,10,,MALE,,,GOOD,,
556,50,39,,12,,MALE,,,EXCELLENT,,
557,70,51,,17,16,MALE,PRETTY HAPPY,,,,
558,,59,55,16,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
559,50,60,,14,9,MALE,VERY HAPPY,PRETTY HAPPY,,,
560,40,46,60,14,,FEMALE,,,GOOD,,
561,,32,50,11,12,FEMALE,PRETTY HAPPY,VERY HAPPY,,,
562,40,47,,13,13,FEMALE,PRETTY HAPPY,,GOOD,,
563,30,35,,14,,MALE,,,EXCELLENT,,
564,40,64,40,17,,FEMALE,,,EXCELLENT,,
565,70,42,60,14,12,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
566,,49,,10,,FEMALE,,,GOOD,,
567,70,51,55,12,,MALE,,,FAIR,,
568,,35,54,0,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
569,55,44,,12,,MALE,,,GOOD,,
570,55,44,25,17,10,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
571,50,51,40,17,18,MALE,VERY HAPPY,VERY HAPPY,,,
572,,49,,14,16,FEMALE,VERY HAPPY,,,,
573,,,,17,11,FEMALE,VERY HAPPY,,GOOD,,
574,40,45,40,13,,MALE,,,GOOD,,
575,,,,12,8,FEMALE,NOT TOO HAPPY,,FAIR,,
576,,40,,14,12,MALE,VERY HAPPY,,GOOD,,
577,,34,,13,,FEMALE,,,FAIR,,
578,40,73,40,16,16,MALE,VERY HAPPY,VERY HAPPY,,,
579,,31,,12,,MALE,,,GOOD,,
580,32,46,,14,8,FEMALE,PRETTY HAPPY,,,,
581,80,,,15,,MALE,NOT TOO HAPPY,,,,
582,,31,40,16,,MALE,,,FAIR,,
583,40,40,,14,12,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
584,56,35,,16,,FEMALE,,,FAIR,,
585,40,42,,14,,FEMALE,,,GOOD,,
586,45,35,,12,,MALE,,,GOOD,,
587,40,31,,12,,FEMALE,,,GOOD,,
588,30,39,,9,4,MALE,NOT TOO HAPPY,PRETTY HAPPY,EXCELLENT,,
589,40,59,,16,7,MALE,PRETTY HAPPY,,GOOD,,
590,,51,,15,10,MALE,PRETTY HAPPY,,,,
591,,51,,12,,FEMALE,VERY HAPPY,,EXCELLENT,,
592,44,47,15,14,12,MALE,VERY HAPPY,VERY HAPPY,,,
593,,64,,16,5,FEMALE,PRETTY HAPPY,,GOOD,,
594,,39,,9,,MALE,,,GOOD,,
595,48,51,,11,,FEMALE,VERY HAPPY,,EXCELLENT,,
596,,42,,11,12,FEMALE,PRETTY HAPPY,,,,
597,40,29,40,12,,FEMALE,,,EXCELLENT,,
598,,50,,12,,MALE,,,GOOD,,
599,,27,,12,,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
600,54,37,54,7,,FEMALE,,,GOOD,,
601,58,35,,16,,FEMALE,,,GOOD,,
602,40,30,40,14,,MALE,,,EXCELLENT,,
603,13,29,40,12,13,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
604,35,58,,17,,MALE,,,EXCELLENT,,
605,42,34,,12,12,FEMALE,PRETTY HAPPY,,FAIR,,
606,19,30,,12,20,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
607,60,50,,13,14,MALE,PRETTY HAPPY,,EXCELLENT,,
608,,51,40,12,,FEMALE,,,FAIR,,
609,40,42,,12,8,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
610,40,49,,14,12,FEMALE,PRETTY HAPPY,,GOOD,,
611,,59,40,12,12,FEMALE,VERY HAPPY,VERY HAPPY,POOR,,
612,,36,45,14,,FEMALE,,,EXCELLENT,,
613,,44,,12,12,MALE,VERY HAPPY,,FAIR,,
614,60,65,,17,12,MALE,PRETTY HAPPY,VERY HAPPY,,,
615,50,51,40,16,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
616,75,41,,9,16,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
617,,31,,12,,MALE,,,FAIR,,
618,50,54,,13,12,MALE,PRETTY HAPPY,,,,
619,40,52,,19,12,FEMALE,NOT TOO HAPPY,,GOOD,,
620,,69,,18,,MALE,NOT TOO HAPPY,,POOR,,
621,32,42,,15,,MALE,PRETTY HAPPY,,GOOD,,
622,40,47,,16,,FEMALE,NOT TOO HAPPY,,,,
623,,66,,18,16,MALE,NOT TOO HAPPY,,,,
624,20,44,,13,12,MALE,VERY HAPPY,,GOOD,,
625,40,54,,18,16,FEMALE,NOT TOO HAPPY,VERY HAPPY,GOOD,,
626,,30,,12,,FEMALE,,,EXCELLENT,,
627,,60,,14,,FEMALE,NOT TOO HAPPY,,FAIR,,
628,,49,,15,11,MALE,NOT TOO HAPPY,,GOOD,,
629,15,61,,14,,MALE,PRETTY HAPPY,,EXCELLENT,,
630,,24,,12,12,MALE,VERY HAPPY,VERY HAPPY,,,
631,40,34,,16,,FEMALE,PRETTY HAPPY,,,,
632,89,42,40,14,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
633,,47,,13,,FEMALE,NOT TOO HAPPY,,GOOD,,
634,45,39,40,16,16,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
635,,35,,14,12,FEMALE,,,,,
636,38,45,40,15,8,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
637,35,52,,18,12,FEMALE,VERY HAPPY,,,,
638,40,44,,10,4,MALE,PRETTY HAPPY,,GOOD,,
639,40,33,,12,,FEMALE,,,GOOD,,
640,,,,15,14,FEMALE,PRETTY HAPPY,,FAIR,,
641,24,29,56,14,,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
642,40,41,,14,,FEMALE,,,EXCELLENT,,
643,,35,,16,16,FEMALE,VERY HAPPY,,EXCELLENT,,
644,,49,,16,,MALE,,,GOOD,,
645,,30,,11,0,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
646,,49,,14,12,FEMALE,VERY HAPPY,VERY HAPPY,,,
647,,,50,13,,FEMALE,,,GOOD,,
648,45,66,60,19,,FEMALE,,,EXCELLENT,,
649,60,46,,16,14,FEMALE,VERY HAPPY,VERY HAPPY,,,
650,60,24,,12,9,FEMALE,NOT TOO HAPPY,,GOOD,,
651,60,31,20,12,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
652,47,32,40,14,,MALE,PRETTY HAPPY,NOT TOO HAPPY,,,
653,60,44,30,10,,MALE,,,GOOD,,
654,53,51,40,12,13,MALE,VERY HAPPY,NOT TOO HAPPY,,,
655,50,66,,18,,FEMALE,,,FAIR,,
656,40,36,,12,,FEMALE,,,GOOD,,
657,51,66,,14,18,FEMALE,PRETTY HAPPY,,GOOD,,
658,,57,,14,,FEMALE,VERY HAPPY,,POOR,,
659,40,36,72,16,,FEMALE,,,FAIR,,
660,40,42,,9,,MALE,,,GOOD,,
661,,29,,11,,FEMALE,PRETTY HAPPY,,,,
662,43,42,,12,11,MALE,PRETTY HAPPY,,GOOD,,
663,40,24,,12,12,MALE,PRETTY HAPPY,,GOOD,,
664,,46,40,12,9,FEMALE,NOT TOO HAPPY,NOT TOO HAPPY,FAIR,,
665,,64,,17,14,FEMALE,PRETTY HAPPY,,,,
666,,46,,13,,FEMALE,VERY HAPPY,,POOR,,
667,40,69,,20,12,FEMALE,PRETTY HAPPY,,,,
668,,66,,16,12,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
669,,28,,8,7,FEMALE,VERY HAPPY,,FAIR,,
670,,51,,15,12,MALE,VERY HAPPY,,,,
671,44,24,,15,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
672,,36,,15,12,MALE,VERY HAPPY,,GOOD,,
673,,42,,12,,FEMALE,,,FAIR,,
674,,23,40,13,12,FEMALE,VERY HAPPY,VERY HAPPY,,,
675,,28,,14,12,FEMALE,PRETTY HAPPY,,,,
676,58,42,40,14,,MALE,,,EXCELLENT,,
677,50,36,70,13,15,FEMALE,PRETTY HAPPY,VERY HAPPY,,,
678,50,61,45,16,14,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
679,,66,,14,12,FEMALE,PRETTY HAPPY,,GOOD,,
680,40,64,10,16,,MALE,,,GOOD,,
681,,25,,12,,FEMALE,,,POOR,,
682,47,39,,19,,MALE,,,GOOD,,
683,,51,9,16,,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
684,40,32,,12,16,FEMALE,VERY HAPPY,VERY HAPPY,,,
685,30,66,50,2,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
686,,66,,16,16,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
687,30,49,40,14,,FEMALE,,,EXCELLENT,,
688,60,41,,16,,MALE,PRETTY HAPPY,,GOOD,,
689,40,43,,12,12,FEMALE,NOT TOO HAPPY,NOT TOO HAPPY,,,
690,45,51,,14,,FEMALE,,,EXCELLENT,,
691,8,39,,14,12,FEMALE,NOT TOO HAPPY,,GOOD,,
692,,59,,16,,MALE,,,GOOD,,
693,40,64,40,16,12,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
694,,,,11,13,FEMALE,PRETTY HAPPY,,EXCELLENT,,
695,,51,,16,,MALE,,,GOOD,,
696,40,73,40,20,,MALE,,,GOOD,,
697,50,39,,16,,MALE,,,FAIR,,
698,47,61,,16,,MALE,VERY HAPPY,,EXCELLENT,,
699,40,64,,16,,MALE,,,GOOD,,
700,,41,40,12,,FEMALE,,,GOOD,,
701,,66,,15,5,FEMALE,PRETTY HAPPY,,,,
702,30,30,,15,6,MALE,PRETTY HAPPY,,FAIR,,
703,,30,,9,8,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
704,40,43,,16,0,MALE,PRETTY HAPPY,,EXCELLENT,,
705,,47,,13,11,FEMALE,PRETTY HAPPY,,GOOD,,
706,40,34,,12,,FEMALE,PRETTY HAPPY,,GOOD,,
707,,,40,6,0,FEMALE,VERY HAPPY,PRETTY HAPPY,FAIR,,
708,,,,8,,MALE,NOT TOO HAPPY,,FAIR,,
709,40,43,,12,,FEMALE,PRETTY HAPPY,,GOOD,,
710,40,58,40,14,13,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
711,80,52,,14,8,FEMALE,PRETTY HAPPY,,EXCELLENT,,
712,,32,,10,,MALE,PRETTY HAPPY,,GOOD,,
713,48,34,,0,,MALE,,,GOOD,,
714,1,42,,16,14,MALE,VERY HAPPY,PRETTY HAPPY,EXCELLENT,,
715,40,60,,14,,FEMALE,,,FAIR,,
716,40,32,,13,,MALE,,,GOOD,,
717,37,52,,14,9,FEMALE,NOT TOO HAPPY,,,,
718,,35,,12,12,FEMALE,VERY HAPPY,PRETTY HAPPY,EXCELLENT,,
719,40,51,,16,,MALE,,,GOOD,,
720,50,49,40,16,,FEMALE,,,EXCELLENT,,
721,26,50,40,12,8,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
722,60,44,,18,16,MALE,PRETTY HAPPY,,,,
723,55,51,,18,,MALE,,,EXCELLENT,,
724,,47,,13,,FEMALE,PRETTY HAPPY,,GOOD,,
725,40,54,40,12,,MALE,,,GOOD,,
726,38,66,,14,,MALE,,,GOOD,,
727,70,49,,14,,MALE,,,EXCELLENT,,
728,40,52,,14,16,FEMALE,NOT TOO HAPPY,,,,
729,,29,,12,,MALE,NOT TOO HAPPY,,GOOD,,
730,45,35,,14,,FEMALE,,,EXCELLENT,,
731,,61,,12,,FEMALE,,,POOR,,
732,35,65,,14,14,MALE,NOT TOO HAPPY,,FAIR,,
733,,29,,12,,FEMALE,,,GOOD,,
734,60,69,,18,,FEMALE,,,EXCELLENT,,
735,,,,12,,FEMALE,,,GOOD,,
736,,,,13,,FEMALE,,,EXCELLENT,,
737,40,51,30,11,,MALE,VERY HAPPY,PRETTY HAPPY,EXCELLENT,,
738,35,37,,12,11,MALE,NOT TOO HAPPY,,EXCELLENT,,
739,40,46,52,12,6,FEMALE,NOT TOO HAPPY,VERY HAPPY,FAIR,,
740,40,30,40,13,3,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
741,,32,,14,5,MALE,NOT TOO HAPPY,VERY HAPPY,GOOD,,
742,,,,10,,FEMALE,VERY HAPPY,,EXCELLENT,,
743,,37,40,13,18,MALE,NOT TOO HAPPY,VERY HAPPY,,,
744,40,23,,11,,FEMALE,PRETTY HAPPY,,,,
745,50,51,60,14,,FEMALE,NOT TOO HAPPY,PRETTY HAPPY,FAIR,,
746,40,41,,16,16,FEMALE,PRETTY HAPPY,,EXCELLENT,,
747,40,47,,2,12,FEMALE,NOT TOO HAPPY,,,,
748,45,44,,17,,MALE,,,GOOD,,
749,45,39,,8,,FEMALE,,,GOOD,,
750,50,42,44,11,3,FEMALE,NOT TOO HAPPY,NOT TOO HAPPY,FAIR,,
751,40,30,40,11,,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
752,40,44,40,12,12,MALE,NOT TOO HAPPY,VERY HAPPY,EXCELLENT,,
753,40,64,,18,12,FEMALE,NOT TOO HAPPY,,FAIR,,
754,,31,,8,,FEMALE,,,FAIR,,
755,,44,,12,,MALE,,,GOOD,,
756,,30,,15,20,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
757,40,28,,6,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
758,,39,,14,,FEMALE,NOT TOO HAPPY,,,,
759,50,23,,3,0,FEMALE,NOT TOO HAPPY,PRETTY HAPPY,,,
760,20,46,40,14,,FEMALE,NOT TOO HAPPY,VERY HAPPY,,,
761,40,52,,16,14,FEMALE,NOT TOO HAPPY,,GOOD,,
762,30,37,,9,,MALE,,,GOOD,,
763,,29,40,10,6,FEMALE,PRETTY HAPPY,VERY HAPPY,,,
764,,,,12,2,FEMALE,NOT TOO HAPPY,,,,
765,56,25,,14,,FEMALE,,,EXCELLENT,,
766,40,,20,12,16,FEMALE,NOT TOO HAPPY,PRETTY HAPPY,,,
767,38,29,,17,,FEMALE,PRETTY HAPPY,,GOOD,,
768,40,46,60,18,9,FEMALE,NOT TOO HAPPY,VERY HAPPY,,,
769,40,22,,12,0,FEMALE,NOT TOO HAPPY,,GOOD,,
770,48,,70,13,,FEMALE,,,EXCELLENT,,
771,,28,,5,0,FEMALE,NOT TOO HAPPY,,POOR,,
772,40,68,55,19,20,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
773,,34,,15,,FEMALE,,,GOOD,,
774,,46,80,13,,FEMALE,VERY HAPPY,VERY HAPPY,FAIR,,
775,,59,,12,,MALE,,,EXCELLENT,,
776,41,86,,20,,MALE,,,EXCELLENT,,
777,,,,12,,FEMALE,PRETTY HAPPY,,GOOD,,
778,,,,10,12,MALE,PRETTY HAPPY,,,,
779,35,22,,12,,FEMALE,,,EXCELLENT,,
780,,24,,12,12,FEMALE,PRETTY HAPPY,,FAIR,,
781,40,20,,11,,FEMALE,NOT TOO HAPPY,,,,
782,45,51,,9,,FEMALE,,,FAIR,,
783,46,44,,12,,FEMALE,,,EXCELLENT,,
784,,42,,14,,FEMALE,,,FAIR,,
785,,42,,11,,FEMALE,NOT TOO HAPPY,,GOOD,,
786,40,51,,12,,FEMALE,PRETTY HAPPY,,GOOD,,
787,,29,,13,6,FEMALE,PRETTY HAPPY,,,,
788,4,48,,11,12,MALE,PRETTY HAPPY,,GOOD,,
789,,36,,15,9,FEMALE,PRETTY HAPPY,,POOR,,
790,25,51,,11,,FEMALE,PRETTY HAPPY,,FAIR,,
791,56,42,,11,,MALE,,,GOOD,,
792,,61,,18,16,FEMALE,NOT TOO HAPPY,,FAIR,,
793,56,44,,16,12,FEMALE,VERY HAPPY,,GOOD,,
794,,54,20,18,10,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
795,,64,,18,,FEMALE,,,FAIR,,
796,80,86,,20,,FEMALE,,,EXCELLENT,,
797,,,,13,,FEMALE,,,POOR,,
798,,61,,20,,FEMALE,VERY HAPPY,,EXCELLENT,,
799,,,,11,,MALE,,,EXCELLENT,,
800,,40,,15,,MALE,,,GOOD,,
801,40,64,60,20,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
802,45,35,16,14,,MALE,,,GOOD,,
803,70,51,46,20,,FEMALE,,,GOOD,,
804,,46,55,12,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
805,,42,40,12,11,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
806,,,,12,8,FEMALE,NOT TOO HAPPY,,,,
807,40,51,,14,12,MALE,PRETTY HAPPY,,GOOD,,
808,,47,,10,12,MALE,NOT TOO HAPPY,,,,
809,44,30,,17,14,MALE,PRETTY HAPPY,,EXCELLENT,,
810,27,39,,16,12,FEMALE,PRETTY HAPPY,,GOOD,,
811,,,,12,0,FEMALE,VERY HAPPY,VERY HAPPY,FAIR,,
812,20,25,40,16,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
813,,30,,12,,MALE,,,GOOD,,
814,38,51,40,16,,FEMALE,,,GOOD,,
815,,31,,9,,FEMALE,,,FAIR,,
816,,49,50,15,14,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
817,40,35,,15,,FEMALE,,,GOOD,,
818,,27,,9,10,MALE,PRETTY HAPPY,,GOOD,,
819,45,66,40,16,16,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
820,,34,60,12,,FEMALE,,,GOOD,,
821,,42,,12,12,FEMALE,VERY HAPPY,,EXCELLENT,,
822,14,44,45,2,,FEMALE,VERY HAPPY,VERY HAPPY,,,
823,35,36,,13,,FEMALE,VERY HAPPY,,GOOD,,
824,,40,40,11,,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
825,,51,,13,6,FEMALE,PRETTY HAPPY,,EXCELLENT,,
826,20,32,,13,12,FEMALE,PRETTY HAPPY,,,,
827,8,29,,12,,FEMALE,,,GOOD,,
828,,22,,12,9,FEMALE,PRETTY HAPPY,,FAIR,,
829,,23,,3,,MALE,NOT TOO HAPPY,,POOR,,
830,70,40,,14,,MALE,NOT TOO HAPPY,,EXCELLENT,,
831,54,31,45,10,,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
832,,31,,12,,FEMALE,PRETTY HAPPY,,,,
833,36,29,,12,,FEMALE,NOT TOO HAPPY,NOT TOO HAPPY,FAIR,,
834,,,,10,,FEMALE,,,FAIR,,
835,40,59,,13,,FEMALE,,,EXCELLENT,,
836,50,47,,9,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
837,,49,,15,14,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
